code_id, code_header_id, code_name, code_description, code_sort_order, valid_from, valid_to, created_at,updated_at, created_by_user_id, updated_by_user_id
1159,102,I,Imperfectly drained,5,2015-07-16 00:00:00,,2000-12-13 00:00:00,2015-07-16 00:00:00,1,1
1160,102,M,Moderately well drained,4,2017-05-16 00:00:00,,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
1161,102,P,Poorly drained,6,2017-05-16 00:00:00,,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
1162,102,R,Rapidly drained,2,2017-05-16 00:00:00,,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
1163,102,V,Very poorly drained,7,2017-05-16 00:00:00,,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
1164,102,W,Well drained,3,2017-05-16 00:00:00,,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
1165,102,X,Very rapidly drained,1,2017-05-16 00:00:00,,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
1166,103,0,Very xeric,1,2017-05-16 00:00:00,,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
1167,103,1,Xeric,2,2017-05-16 00:00:00,,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
1168,103,2,Subxeric,3,2017-05-16 00:00:00,,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
1169,103,3,Submesic,4,2017-05-16 00:00:00,,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
1170,103,4,Mesic,5,2017-05-16 00:00:00,,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
1171,103,5,Subhygric,6,2017-05-16 00:00:00,,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
1172,103,6,Hydric,7,2017-05-16 00:00:00,,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
1173,103,7,Subhydric,8,2017-05-16 00:00:00,,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
1174,103,8,Hydric,9,2017-05-16 00:00:00,,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
1175,104,A,Very Poor (VP),1,2017-05-16 00:00:00,,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
1176,104,B,Poor (P),2,2017-05-16 00:00:00,,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
1177,104,C,Medium (M),3,2017-05-16 00:00:00,,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
1178,104,D,Rich (R),4,2017-05-16 00:00:00,,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
1179,104,E,Very Rich (VR),5,2017-05-16 00:00:00,,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
1180,104,F,Saline (S),6,2017-05-16 00:00:00,,2000-12-13 00:00:00,2017-05-16 00:00:00,1,1
1181,92,10,<10%,1,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
1182,92,70,>70%,4,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
1183,92,10-35,10-35%,2,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
1184,93,A,Blocks,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1185,93,B,Boulders,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1186,93,D,Mixed fragments,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1187,93,G,Gravel,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1188,93,K,Cobble,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1189,93,P,Pebbles,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1190,93,R,Rubble,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1191,93,U,Mesic,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1192,93,Y,Shells,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1193,94,C,Strongly cemented horizon,1,2015-07-16 00:00:00,,2000-12-13 00:00:00,2015-07-16 00:00:00,1,1
1194,94,L,Lithic Contact,4,2015-07-16 00:00:00,,2000-12-13 00:00:00,2015-07-16 00:00:00,1,1
1195,94,P,Clay pan or restriction due to fines,2,2015-07-16 00:00:00,,2000-12-13 00:00:00,2015-07-16 00:00:00,1,1
1196,94,W,Excessive moisture,5,2015-07-16 00:00:00,,2000-12-13 00:00:00,2015-07-16 00:00:00,1,1
1197,105,X,Drier than typical,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1198,105,Y,Moister than typical,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1199,95,1,Non-vegetated/sparse,1,2015-07-28 00:00:00,,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
1200,95,3,Shrub/herb,10,2015-07-28 00:00:00,,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
1201,95,5,Young Forest,14,2015-07-28 00:00:00,,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
1202,95,6,Mature Forest,15,2015-07-28 00:00:00,,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
1203,95,1A,Non-vegetated,2,2015-07-28 00:00:00,,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
1204,95,1C,Bryoid,4,2015-07-28 00:00:00,,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
1205,95,2A,Forb-dominated,6,2015-07-28 00:00:00,,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
1206,95,2C,Aquatic,8,2015-07-28 00:00:00,,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
1207,95,2D,Dwarf shrub,9,2015-07-28 00:00:00,,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
1208,95,3B,Tall shrub,12,2015-07-28 00:00:00,,2000-12-13 00:00:00,2015-07-28 00:00:00,1,1
1209,96,G,Gullying occuring,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1210,96,H,Hummocky terrain,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1211,96,K,Cool aspect,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1212,96,N,Fan,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1213,96,R,Ridge,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1214,96,T,Terrace,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1215,96,W,Warm aspect,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1216,97,A,Moderate slope,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1217,97,B,Blanket,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1218,97,D,Depression(s),,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1219,97,H,Hummock(s),,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1220,97,J,Gentle slope,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1221,97,M,Rolling,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1222,97,P,Plain,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1223,97,S,Steep slope,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1224,97,T,Terrace(s),,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1225,97,V,Veneer,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1226,97,X,Thin veneer,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1227,106,A,Anthropogenic,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1228,106,C,Colluvium,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1229,106,E,Eolian,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1230,106,F,Fluvial,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1231,106,L,Lacustrine,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1232,106,O,Organic,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1233,106,R,Bedrock,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1234,106,V,Volcanic,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1235,106,W,Marine,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1236,106,LG,Glaciolacustrine,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1237,106,WG,Glaciomarine,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1238,107,B,Braiding,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1239,107,C,Cryoturbation,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1240,107,E,Channeled,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1241,107,F,Slow mass,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1242,107,I,Irregular channel,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1243,107,J,Anastomosing Channel,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1244,107,L,Surface seepage,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1245,107,N,Nivation,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1246,107,P,Piping,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1247,107,R,Rapid mass movement,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1248,107,U,Inundation,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1249,107,V,Gully erosion,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1250,107,X,Permafrost,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1251,107,Z,Periglacial processes,,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1252,71,CALL PLAYBACK STATION,Call playback,,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
1253,71,CARNIVORE DETECTION STN,Carnivore Detection,,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
1254,74,7,Omineca,7,2009-10-09 00:00:00,,2000-12-13 00:00:00,2009-10-09 00:00:00,1,1
1255,74,V,Victoria,,2007-08-31 00:00:00,,2000-12-13 00:00:00,2007-08-31 00:00:00,1,1
1256,35,S,Snow,7,2007-03-19 00:00:00,,2000-12-13 00:00:00,2007-03-19 00:00:00,1,1
1257,47,STREAM_WIDTH,No Code-set,40,2020-10-06 00:00:00,,2000-12-13 00:00:00,2020-10-06 00:00:00,1,1
1258,47,COW/2_CALVES,No Code-set,11,2020-10-06 00:00:00,,2000-12-13 00:00:00,2020-10-06 00:00:00,1,1
1259,47,COW/1_CALF,No Code-set,10,2020-10-06 00:00:00,,2000-12-13 00:00:00,2020-10-06 00:00:00,1,1
1260,47,AGE,No Code-set,1,2020-10-06 00:00:00,,2000-12-13 00:00:00,2020-10-06 00:00:00,1,1
1261,47,PH,No Code-set,33,2020-10-06 00:00:00,,2000-12-13 00:00:00,2020-10-06 00:00:00,1,1
1262,47,DO,No Code-set,15,2020-10-06 00:00:00,,2000-12-13 00:00:00,2020-10-06 00:00:00,1,1
1263,47,SUBSTRATE,The material in which the organism was origanally detected.,57,2020-10-06 00:00:00,,2000-12-13 00:00:00,2020-10-06 00:00:00,1,1
1264,36,NOT,Not currently capable of reproduction,1,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1265,36,REPR,Reproductively capable,2,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1266,36,ESTR,In state of estrus,3,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1267,36,PRGT,Pregnant/gravid,4,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1268,36,LACT,Lactating,5,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1269,36,POST,Post lactating,6,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1270,5,DART,Capture - Dart capture,1,2000-12-13 00:00:00,,2000-12-13 00:00:00,,1,1
1271,5,HAIR,Detector - Hair snag traps,,2007-03-14 00:00:00,,2000-12-13 00:00:00,2007-03-14 00:00:00,1,1
1272,5,CAMR,Detector - Camera station,11,2013-11-06 00:00:00,,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
1273,5,TRCK,Detector - Track station,12,2013-11-06 00:00:00,,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
1274,5,DROP,Net - Drop net,13,2013-11-06 00:00:00,,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
1275,5,NGUN,Net - Net gun,14,2013-11-06 00:00:00,,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
1276,5,NDIP,Net - Dip net,15,2013-11-06 00:00:00,,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
1277,5,MIST,Net - Mist net,16,2013-11-06 00:00:00,,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
1278,5,SEIN,Net - Seine net,17,2013-11-06 00:00:00,,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
1279,5,PIT,Pitfall - Pitfall,18,2013-11-06 00:00:00,,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
1280,5,FPIT,Pitfall - Floating pitfall trap,19,2013-11-06 00:00:00,,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
1281,5,CAGE,Trap - Containment trap,20,2013-11-06 00:00:00,,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
1282,5,MINN,Trap - Minnow trap,22,2013-11-06 00:00:00,,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
1283,5,HARP,Trap - Harp Trap,25,2013-11-06 00:00:00,,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
1284,5,SNAR,Trap - Snare trap,28,2013-11-06 00:00:00,,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
1285,5,CORE,Arthropod -Soil Core,31,2013-11-06 00:00:00,,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
1286,5,FUNN,Trap - Funnel trap,21,2013-11-06 00:00:00,,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
1287,5,THRO,Trap - Throw trap,23,2013-11-06 00:00:00,,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
1288,5,ACO,Trap - Artificial Cover Object,24,2013-11-06 00:00:00,,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
1289,5,LEG,Trap - Leg hold trap,26,2013-11-06 00:00:00,,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
1290,5,SNAP,Trap - Snap trap,27,2013-11-06 00:00:00,,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
1291,5,FLT,Arthropod - Flight Trap,29,2013-11-06 00:00:00,,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
1292,5,PAN,Arthropod - Pan/Window Trap,30,2013-11-06 00:00:00,,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
1293,5,SIFT,Arthropod - Litter Sifting,33,2013-11-06 00:00:00,,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
1294,5,SWEP,Arthropod - Beating &/or Sweeping,34,2013-11-06 00:00:00,,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
1295,5,SRCH,Arthropod - Search,35,2013-11-06 00:00:00,,2000-12-13 00:00:00,2013-11-06 00:00:00,1,1
1296,25,BKTG,Back tag,20,2018-11-20 00:00:00,,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
1297,25,NASA,Nasal,22,2018-11-20 00:00:00,,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
1298,25,STRM,Streamer,24,2018-11-20 00:00:00,,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
1299,25,ETAG,Ear tag,3,2018-07-16 00:00:00,,2000-12-13 00:00:00,2018-07-16 00:00:00,1,1
1300,25,HORN,Horn,8,2018-11-20 00:00:00,,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
1301,25,WGBD,Wing band,30,2018-11-20 00:00:00,,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
1302,25,SCUT,Scute Removal,31,2018-11-20 00:00:00,,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
1303,25,RADIO,Radio - General transmitter,,2010-11-02 00:00:00,,2000-12-13 00:00:00,2010-11-02 00:00:00,1,1
1304,25,CLIP,Clipped,33,2018-11-20 00:00:00,,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
1305,25,DESC,Description,42,2018-11-20 00:00:00,,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
1306,25,FLRD,Fluorescence or radiation,34,2018-11-20 00:00:00,,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
1307,25,NKBD,Neckband,6,2018-11-20 00:00:00,,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
1308,25,TAG,Tag,40,2018-11-20 00:00:00,,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
1309,25,TATO,Tattoo,41,2018-11-20 00:00:00,,2000-12-13 00:00:00,2018-11-20 00:00:00,1,1
1310,69,NM,New Moon,1,2015-07-27 00:00:00,,2000-12-13 00:00:00,2015-07-27 00:00:00,1,1
1311,69,FQ,First Quarter,3,2015-07-27 00:00:00,,2000-12-13 00:00:00,2015-07-27 00:00:00,1,1
1312,108,N,New material added,2,2007-04-18 00:00:00,,2007-02-22 00:00:00,2007-04-18 00:00:00,1,1
1313,108,O,"Old, unused appearance",3,2007-04-18 00:00:00,,2007-02-22 00:00:00,2007-04-18 00:00:00,1,1
1314,109,ENCOUNTER,ENCOUNTER,1,2020-02-19 00:00:00,,2007-03-09 00:00:00,2020-02-19 00:00:00,1,1
1315,109,FIXED-WIDTH,FIXED-WIDTH,2,2007-03-22 00:00:00,,2007-03-09 00:00:00,2007-03-22 00:00:00,1,1
1316,109,LINE,LINE,3,2007-03-22 00:00:00,,2007-03-09 00:00:00,2007-03-22 00:00:00,1,1
1317,110,ONE,One,1,2009-10-09 00:00:00,,2007-03-14 00:00:00,2009-10-09 00:00:00,1,1
1318,110,TF,Two to five,2,2009-10-09 00:00:00,,2007-03-14 00:00:00,2009-10-09 00:00:00,1,1
1319,110,ST,Six to ten,3,2009-10-09 00:00:00,,2007-03-14 00:00:00,2009-10-09 00:00:00,1,1
1320,110,TP,Ten-plus,4,2007-03-14 00:00:00,,2007-03-14 00:00:00,,1,1
1321,110,DC,Described in Comments,5,2007-03-14 00:00:00,,2007-03-14 00:00:00,,1,1
1322,111,HCM,Hair - Capture Mechanism,8,2019-05-14 00:00:00,,2007-03-14 00:00:00,2019-05-14 00:00:00,1,1
1323,111,HDC,Hair - Described in Comments,10,2019-05-14 00:00:00,,2007-03-14 00:00:00,2019-05-14 00:00:00,1,1
1324,111,HSH,Hair - Shed,9,2019-05-14 00:00:00,,2007-03-14 00:00:00,2019-05-14 00:00:00,1,1
1325,111,BL,Blood,4,2007-03-14 00:00:00,,2007-03-14 00:00:00,,1,1
1326,111,EX,Excrement,7,2019-05-14 00:00:00,,2007-03-14 00:00:00,2019-05-14 00:00:00,1,1
1327,111,BO,Bone,5,2019-05-14 00:00:00,,2007-03-14 00:00:00,2019-05-14 00:00:00,1,1
1328,111,TO,Tooth,16,2019-05-14 00:00:00,,2007-03-14 00:00:00,2019-05-14 00:00:00,1,1
1329,111,DC,Described in Comments,17,2019-05-14 00:00:00,,2007-03-14 00:00:00,2019-05-14 00:00:00,1,1
1330,5,HR-BA,Hair - barbed wire,3,2007-03-14 00:00:00,,2007-03-14 00:00:00,,1,1
1331,5,HR-VE,Hair - Velcro,8,2013-11-06 00:00:00,,2007-03-14 00:00:00,2013-11-06 00:00:00,1,1
1332,5,HR-CA,Hair - carpet boards,9,2013-11-06 00:00:00,,2007-03-14 00:00:00,2013-11-06 00:00:00,1,1
1333,5,HR-GE,Hair - general,2,2007-03-14 00:00:00,,2007-03-14 00:00:00,,1,1
1334,112,HR-DC,Hair - Described in Comments,6,2013-11-06 00:00:00,,2007-03-14 00:00:00,2013-11-06 00:00:00,1,1
1335,47,MICROSAT-MA2,No Code-set,24,2020-10-06 00:00:00,,2007-03-15 00:00:00,2020-10-06 00:00:00,1,1
1336,47,MICROSAT-TT1,No Code-set,28,2020-10-06 00:00:00,,2007-03-15 00:00:00,2020-10-06 00:00:00,1,1
1337,47,MICROSAT-TT2,No Code-set,29,2020-10-06 00:00:00,,2007-03-15 00:00:00,2020-10-06 00:00:00,1,1
1338,47,MICROSAT-TT3,No Code-set,30,2020-10-06 00:00:00,,2007-03-15 00:00:00,2020-10-06 00:00:00,1,1
1339,47,MICROSAT-TT4,No Code-set,31,2020-10-06 00:00:00,,2007-03-15 00:00:00,2020-10-06 00:00:00,1,1
1340,47,MICROSAT-MVIS73,No Code-set,27,2020-10-06 00:00:00,,2007-03-15 00:00:00,2020-10-06 00:00:00,1,1
1341,47,MICROSAT-MP0120,No Code-set,25,2020-10-06 00:00:00,,2007-03-15 00:00:00,2020-10-06 00:00:00,1,1
1342,47,MICROSAT-MP0182,No Code-set,26,2020-10-06 00:00:00,,2007-03-15 00:00:00,2020-10-06 00:00:00,1,1
1343,113,27,27,2,2007-03-15 00:00:00,,2007-03-15 00:00:00,2007-03-15 00:00:00,1,1
1344,113,83,83,1,2007-03-15 00:00:00,,2007-03-15 00:00:00,2007-03-15 00:00:00,1,1
1345,113,NAD83,NAD83,1,2007-03-15 00:00:00,,2007-03-15 00:00:00,,1,1
1346,113,NAD27,NAD27,2,2007-03-15 00:00:00,,2007-03-15 00:00:00,,1,1
1347,13,STREAM REACH,STREAM REACH,5,2008-04-03 00:00:00,,2007-03-15 00:00:00,2008-04-03 00:00:00,1,1
1348,5,HR-DC,Hair - Described in Comments,10,2013-11-06 00:00:00,,2007-03-15 00:00:00,2013-11-06 00:00:00,1,1
1349,114,CAP,Capture,1,2007-03-19 00:00:00,,2007-03-19 00:00:00,,1,1
1350,114,RIN,"Release, Introduced",3,2007-03-19 00:00:00,,2007-03-19 00:00:00,,1,1
1351,114,RLC,"Release, Local capture",2,2007-03-19 00:00:00,,2007-03-19 00:00:00,,1,1
1352,115,YOY,Young of Year,6,2008-12-05 00:00:00,,2007-03-19 00:00:00,2008-12-05 00:00:00,1,1
1353,115,1,One Year,5,2007-04-18 00:00:00,,2007-03-19 00:00:00,2007-04-18 00:00:00,1,1
1354,115,2,Two Years,4,2007-04-18 00:00:00,,2007-03-19 00:00:00,2007-04-18 00:00:00,1,1
1355,116,D,Dominant,1,2007-04-17 00:00:00,,2007-04-17 00:00:00,,1,1
1356,116,C,Codominant,2,2007-04-17 00:00:00,,2007-04-17 00:00:00,,1,1
1357,116,I,Intermediate,3,2007-04-17 00:00:00,,2007-04-17 00:00:00,,1,1
1358,116,S,Suppressed,4,2007-04-17 00:00:00,,2007-04-17 00:00:00,,1,1
1359,117,1,"All foliage, twigs, and branches present",1,2007-04-17 00:00:00,,2007-04-17 00:00:00,,1,1
1360,117,2,Some or all foliage lost; possibly some twigs lost; all branches usually present; possible broken top,2,2007-04-17 00:00:00,,2007-04-17 00:00:00,,1,1
1361,117,3,No foliage present; up to 50% of twigs lost; most branches present; possible broken top,3,2007-04-17 00:00:00,,2007-04-17 00:00:00,,1,1
1362,117,4,No foliage or twigs present; up to 50% of branches lost; top usually broken,4,2007-04-17 00:00:00,,2007-04-17 00:00:00,,1,1
1363,117,5,"Most branches gone; some sound branch stubs remain; top broken 6 No branches present; some sound and rotting branch stubs, top broken",5,2007-04-17 00:00:00,,2007-04-17 00:00:00,,1,1
1364,117,6,"No branches present; some sound and rotting branch stubs, top broken",6,2007-04-17 00:00:00,,2007-04-17 00:00:00,,1,1
1365,118,1,All bark present,1,2007-04-17 00:00:00,,2007-04-17 00:00:00,,1,1
1366,118,2,Bark lost on damaged areas only (< 5% lost),2,2007-04-17 00:00:00,,2007-04-17 00:00:00,,1,1
1367,118,3,Most bark present; bare patches; some bark may be loose (5-25% lost),3,2007-04-17 00:00:00,,2007-04-17 00:00:00,,1,1
1368,118,4,Bare sections; firm and loose bark remains (26-50% lost),4,2007-04-17 00:00:00,,2007-04-17 00:00:00,,1,1
1369,118,5,Most bark gone; firm and loose bark remains (51-75% lost),5,2007-04-17 00:00:00,,2007-04-17 00:00:00,,1,1
1370,118,6,Trace of bark remains (76-99% lost),6,2007-04-17 00:00:00,,2007-04-17 00:00:00,,1,1
1371,118,7,No bark (100% lost),7,2007-04-17 00:00:00,,2007-04-17 00:00:00,,1,1
1372,108,UD,Under Development,1,2007-04-18 00:00:00,,2007-04-18 00:00:00,,1,1
1373,108,NC,Newly Completed,2,2007-04-18 00:00:00,,2007-04-18 00:00:00,,1,1
1374,108,NM,New material added,3,2007-04-18 00:00:00,,2007-04-18 00:00:00,,1,1
1375,108,OU,"Old, unused appearance",4,2007-04-18 00:00:00,,2007-04-18 00:00:00,,1,1
1376,15,CA,Call,1,2019-10-31 00:00:00,,2007-04-19 00:00:00,2019-10-31 00:00:00,1,1
1377,15,DC,Described in Comments,9,2019-10-31 00:00:00,,2007-04-19 00:00:00,2019-10-31 00:00:00,1,1
1378,15,DR,Drumming,3,2019-10-31 00:00:00,,2007-04-19 00:00:00,2019-10-31 00:00:00,1,1
1379,15,SO,Song,2,2019-10-31 00:00:00,,2007-04-19 00:00:00,2019-10-31 00:00:00,1,1
1380,15,VI,Visual,0,2019-10-31 00:00:00,,2007-04-19 00:00:00,2019-10-31 00:00:00,1,1
1381,15,WB,Wingbeats,7,2019-10-31 00:00:00,,2007-04-19 00:00:00,2019-10-31 00:00:00,1,1
1382,15,KC,Keer Call,5,2019-10-31 00:00:00,,2007-04-19 00:00:00,2019-10-31 00:00:00,1,1
1383,15,QU,Quack,6,2019-10-31 00:00:00,,2007-04-19 00:00:00,2019-10-31 00:00:00,1,1
1384,15,TA,Tapping,4,2019-10-31 00:00:00,,2007-04-19 00:00:00,2019-10-31 00:00:00,1,1
1385,119,NN,Non-nesting,3,2020-02-19 00:00:00,,2007-08-28 00:00:00,2020-02-19 00:00:00,1,1
1386,119,NE,"Nesting, female on nest",1,2009-10-09 00:00:00,,2007-08-28 00:00:00,2009-10-09 00:00:00,1,1
1387,119,NP,"Nesting, prey delivery to nest",2,2009-10-09 00:00:00,,2007-08-28 00:00:00,2009-10-09 00:00:00,1,1
1388,119,UN,Unknown,4,2009-10-09 00:00:00,,2007-08-28 00:00:00,2009-10-09 00:00:00,1,1
1389,120,S1,Sub-adult First Year,10,2015-07-30 00:00:00,,2007-08-28 00:00:00,2015-07-30 00:00:00,1,1
1390,120,S2,Sub-adult Second Year,11,2007-08-28 00:00:00,,2007-08-28 00:00:00,,1,1
1391,120,UN,Unknown,13,2007-08-28 00:00:00,,2007-08-28 00:00:00,,1,1
1392,121,E,Ate Prey,,2007-08-28 00:00:00,,2007-08-28 00:00:00,,1,1
1393,121,F,Delivered to Female,,2007-08-28 00:00:00,,2007-08-28 00:00:00,,1,1
1394,121,J,Delivered to Juvenile,,2007-08-28 00:00:00,,2007-08-28 00:00:00,,1,1
1395,121,N,Delivered to Nest,,2007-08-28 00:00:00,,2007-08-28 00:00:00,,1,1
1396,121,C,Catched Prey,,2007-08-28 00:00:00,,2007-08-28 00:00:00,,1,1
1397,121,R,Refused Prey (>1hr),,2007-08-28 00:00:00,,2007-08-28 00:00:00,,1,1
1398,121,L,Observer Lost Prey,,2007-08-28 00:00:00,,2007-08-28 00:00:00,,1,1
1399,121,D,Owl Dropped Prey,,2007-08-28 00:00:00,,2007-08-28 00:00:00,,1,1
1400,121,U,Unknown,,2007-08-28 00:00:00,,2007-08-28 00:00:00,,1,1
1401,121,H,Held By Owl,,2007-08-28 00:00:00,,2007-08-28 00:00:00,,1,1
1402,122,S,Single,1,2009-10-09 00:00:00,,2007-08-28 00:00:00,2009-10-09 00:00:00,1,1
